index	name	color
1144	"ctx-lh-S_calcarine"	#3fb4b4
1145	"ctx-lh-S_central"	#dd140a
1146	"ctx-lh-S_central_insula"	#15dc14
1147	"ctx-lh-S_cingulate-Main_part_and_Intracingulate"	#b76414
1148	"ctx-lh-S_cingulate-Marginalis_part"	#dd1464
1149	"ctx-lh-S_circular_insula_anterior"	#dd3c8c
1150	"ctx-lh-S_circular_insula_inferior"	#dd14dc
1151	"ctx-lh-S_circular_insula_superior"	#3ddcdc
1152	"ctx-lh-S_collateral_transverse_ant"	#64c8c8
1153	"ctx-lh-S_collateral_transverse_post"	#0ac8c8
1154	"ctx-lh-S_frontal_inferior"	#dddc14
1155	"ctx-lh-S_frontal_middle"	#8d1464
1156	"ctx-lh-S_frontal_superior"	#3ddc64
1157	"ctx-lh-S_frontomarginal"	#15dc3c
1158	"ctx-lh-S_intermedius_primus-Jensen"	#8d3c14
1159	"ctx-lh-S_intraparietal-and_Parietal_transverse"	#8f14dc
1160	"ctx-lh-S_occipital_anterior"	#3d14b4
1161	"ctx-lh-S_occipital_middle_and_Lunatus"	#653cdc
1162	"ctx-lh-S_occipital_superior_and_transversalis"	#15148c
1163	"ctx-lh-S_occipito-temporal_lateral"	#dd8c14
1164	"ctx-lh-S_occipito-temporal_medial_and_S_Lingual"	#8d64dc
1165	"ctx-lh-S_orbital-H_shapped"	#651414
1166	"ctx-lh-S_orbital_lateral"	#dd6414
1167	"ctx-lh-S_orbital_medial-Or_olfactory"	#b5c814
1168	"ctx-lh-S_paracentral"	#15b48c
1169	"ctx-lh-S_parieto_occipital"	#6564b4
1170	"ctx-lh-S_pericallosal"	#b5dc14
1171	"ctx-lh-S_postcentral"	#158cc8
1172	"ctx-lh-S_precentral-Inferior-part"	#1514f0
1173	"ctx-lh-S_precentral-Superior-part"	#1514c8
1174	"ctx-lh-S_subcentral_ant"	#3db43c
1175	"ctx-lh-S_subcentral_post"	#3db4fa
1176	"ctx-lh-S_suborbital"	#15143c
1177	"ctx-lh-S_subparietal"	#653c3c
1178	"ctx-lh-S_supracingulate"	#15dcdc
1179	"ctx-lh-S_temporal_inferior"	#15b4b4
1180	"ctx-lh-S_temporal_superior"	#dfdc3c
1181	"ctx-lh-S_temporal_transverse"	#dd3c3c
2100	"ctx-rh-Unknown"	#000000
2101	"ctx-rh-Corpus_callosum"	#323232
2102	"ctx-rh-G_and_S_Insula_ONLY_AVERAGE"	#b4141e
2103	"ctx-rh-G_cingulate-Isthmus"	#3c1919
2104	"ctx-rh-G_cingulate-Main_part"	#193c3c
2105	"ctx-rh-G_cuneus"	#b41414
2106	"ctx-rh-G_frontal_inf-Opercular_part"	#dc1464
2107	"ctx-rh-G_frontal_inf-Orbital_part"	#8c3c3c
2108	"ctx-rh-G_frontal_inf-Triangular_part"	#b4dc8c
2109	"ctx-rh-G_frontal_middle"	#8c64b4
2110	"ctx-rh-G_frontal_superior"	#b4148c
2111	"ctx-rh-G_frontomarginal"	#8c148c
2112	"ctx-rh-G_insular_long"	#150a0a
2113	"ctx-rh-G_insular_short"	#e18c8c
2114	"ctx-rh-G_and_S_occipital_inferior"	#173cb4
2115	"ctx-rh-G_occipital_middle"	#b43cb4
2116	"ctx-rh-G_occipital_superior"	#14dc3c
2117	"ctx-rh-G_occipit-temp_lat-Or_fusiform"	#3c148c
2118	"ctx-rh-G_occipit-temp_med-Lingual_part"	#dcb48c
2119	"ctx-rh-G_occipit-temp_med-Parahippocampal_part"	#416414
2120	"ctx-rh-G_orbital"	#dc3c14
2121	"ctx-rh-G_paracentral"	#3c643c
2122	"ctx-rh-G_parietal_inferior-Angular_part"	#143cdc
2123	"ctx-rh-G_parietal_inferior-Supramarginal_part"	#64643c
2124	"ctx-rh-G_parietal_superior"	#dcb4dc
2125	"ctx-rh-G_postcentral"	#14b48c
2126	"ctx-rh-G_precentral"	#3c8cb4
2127	"ctx-rh-G_precuneus"	#19148c
2128	"ctx-rh-G_rectus"	#143c64
2129	"ctx-rh-G_subcallosal"	#3cdc14
2130	"ctx-rh-G_subcentral"	#3c14dc
2131	"ctx-rh-G_temporal_inferior"	#dcdc64
2132	"ctx-rh-G_temporal_middle"	#b43c3c
2133	"ctx-rh-G_temp_sup-G_temp_transv_and_interm_S"	#3c3cdc
2134	"ctx-rh-G_temp_sup-Lateral_aspect"	#dc3cdc
2135	"ctx-rh-G_temp_sup-Planum_polare"	#41dc3c
2136	"ctx-rh-G_temp_sup-Planum_tempolare"	#198c14
2137	"ctx-rh-G_and_S_transverse_frontopolar"	#0d00fa
2138	"ctx-rh-Lat_Fissure-ant_sgt-ramus_horizontal"	#3d14dc
2139	"ctx-rh-Lat_Fissure-ant_sgt-ramus_vertical"	#3d143c
2140	"ctx-rh-Lat_Fissure-post_sgt"	#3d3c64
2141	"ctx-rh-Medial_wall"	#191919
2142	"ctx-rh-Pole_occipital"	#8c143c
2143	"ctx-rh-Pole_temporal"	#dcb414
2144	"ctx-rh-S_calcarine"	#3fb4b4
2145	"ctx-rh-S_central"	#dd140a
2146	"ctx-rh-S_central_insula"	#15dc14
2147	"ctx-rh-S_cingulate-Main_part_and_Intracingulate"	#b76414
2148	"ctx-rh-S_cingulate-Marginalis_part"	#dd1464
2149	"ctx-rh-S_circular_insula_anterior"	#dd3c8c
2150	"ctx-rh-S_circular_insula_inferior"	#dd14dc
2151	"ctx-rh-S_circular_insula_superior"	#3ddcdc
2152	"ctx-rh-S_collateral_transverse_ant"	#64c8c8
2153	"ctx-rh-S_collateral_transverse_post"	#0ac8c8
2154	"ctx-rh-S_frontal_inferior"	#dddc14
2155	"ctx-rh-S_frontal_middle"	#8d1464
2156	"ctx-rh-S_frontal_superior"	#3ddc64
2157	"ctx-rh-S_frontomarginal"	#15dc3c
2158	"ctx-rh-S_intermedius_primus-Jensen"	#8d3c14
2159	"ctx-rh-S_intraparietal-and_Parietal_transverse"	#8f14dc
2160	"ctx-rh-S_occipital_anterior"	#3d14b4
2161	"ctx-rh-S_occipital_middle_and_Lunatus"	#653cdc
2162	"ctx-rh-S_occipital_superior_and_transversalis"	#15148c
2163	"ctx-rh-S_occipito-temporal_lateral"	#dd8c14
2164	"ctx-rh-S_occipito-temporal_medial_and_S_Lingual"	#8d64dc
2165	"ctx-rh-S_orbital-H_shapped"	#651414
2166	"ctx-rh-S_orbital_lateral"	#dd6414
2167	"ctx-rh-S_orbital_medial-Or_olfactory"	#b5c814
2168	"ctx-rh-S_paracentral"	#15b48c
2169	"ctx-rh-S_parieto_occipital"	#6564b4
2170	"ctx-rh-S_pericallosal"	#b5dc14
2171	"ctx-rh-S_postcentral"	#158cc8
2172	"ctx-rh-S_precentral-Inferior-part"	#1514f0
2173	"ctx-rh-S_precentral-Superior-part"	#1514c8
2174	"ctx-rh-S_subcentral_ant"	#3db43c
2175	"ctx-rh-S_subcentral_post"	#3db4fa
2176	"ctx-rh-S_suborbital"	#15143c
2177	"ctx-rh-S_subparietal"	#653c3c
2178	"ctx-rh-S_supracingulate"	#15dcdc
2179	"ctx-rh-S_temporal_inferior"	#15b4b4
2180	"ctx-rh-S_temporal_superior"	#dfdc3c
2181	"ctx-rh-S_temporal_transverse"	#dd3c3c
2200	"ctx-rh-G_cingulate-caudal_ACC"	#193c3d
2201	"ctx-rh-G_cingulate-rostral_ACC"	#195a3c
2202	"ctx-rh-G_cingulate-posterior"	#19783c
2205	"ctx-rh-S_cingulate-caudal_ACC"	#19963c
2206	"ctx-rh-S_cingulate-rostral_ACC"	#19b43c
2207	"ctx-rh-S_cingulate-posterior"	#19d23c
2210	"ctx-rh-S_pericallosal-caudal"	#19965a
2211	"ctx-rh-S_pericallosal-rostral"	#19b45a
2212	"ctx-rh-S_pericallosal-posterior"	#19d25a
3100	"wm-lh-Unknown"	#000000
3101	"wm-lh-Corpus_callosum"	#323232
3102	"wm-lh-G_and_S_Insula_ONLY_AVERAGE"	#b4141e
3103	"wm-lh-G_cingulate-Isthmus"	#3c1919
3104	"wm-lh-G_cingulate-Main_part"	#193c3c
3105	"wm-lh-G_cuneus"	#b41414
3106	"wm-lh-G_frontal_inf-Opercular_part"	#dc1464
3107	"wm-lh-G_frontal_inf-Orbital_part"	#8c3c3c
3108	"wm-lh-G_frontal_inf-Triangular_part"	#b4dc8c
3109	"wm-lh-G_frontal_middle"	#8c64b4
3110	"wm-lh-G_frontal_superior"	#b4148c
3111	"wm-lh-G_frontomarginal"	#8c148c
3112	"wm-lh-G_insular_long"	#150a0a
3113	"wm-lh-G_insular_short"	#e18c8c
3114	"wm-lh-G_and_S_occipital_inferior"	#173cb4
3115	"wm-lh-G_occipital_middle"	#b43cb4
3116	"wm-lh-G_occipital_superior"	#14dc3c
3117	"wm-lh-G_occipit-temp_lat-Or_fusiform"	#3c148c
3118	"wm-lh-G_occipit-temp_med-Lingual_part"	#dcb48c
3119	"wm-lh-G_occipit-temp_med-Parahippocampal_part"	#416414
3120	"wm-lh-G_orbital"	#dc3c14
3121	"wm-lh-G_paracentral"	#3c643c
3122	"wm-lh-G_parietal_inferior-Angular_part"	#143cdc
3123	"wm-lh-G_parietal_inferior-Supramarginal_part"	#64643c
3124	"wm-lh-G_parietal_superior"	#dcb4dc
3125	"wm-lh-G_postcentral"	#14b48c
3126	"wm-lh-G_precentral"	#3c8cb4
3127	"wm-lh-G_precuneus"	#19148c
3128	"wm-lh-G_rectus"	#143c64
3129	"wm-lh-G_subcallosal"	#3cdc14
3130	"wm-lh-G_subcentral"	#3c14dc
3131	"wm-lh-G_temporal_inferior"	#dcdc64
3132	"wm-lh-G_temporal_middle"	#b43c3c
3133	"wm-lh-G_temp_sup-G_temp_transv_and_interm_S"	#3c3cdc
3134	"wm-lh-G_temp_sup-Lateral_aspect"	#dc3cdc
3135	"wm-lh-G_temp_sup-Planum_polare"	#41dc3c
3136	"wm-lh-G_temp_sup-Planum_tempolare"	#198c14
3137	"wm-lh-G_and_S_transverse_frontopolar"	#0d00fa
3138	"wm-lh-Lat_Fissure-ant_sgt-ramus_horizontal"	#3d14dc
3139	"wm-lh-Lat_Fissure-ant_sgt-ramus_vertical"	#3d143c
3140	"wm-lh-Lat_Fissure-post_sgt"	#3d3c64
3141	"wm-lh-Medial_wall"	#191919
3142	"wm-lh-Pole_occipital"	#8c143c
3143	"wm-lh-Pole_temporal"	#dcb414
3144	"wm-lh-S_calcarine"	#3fb4b4
3145	"wm-lh-S_central"	#dd140a
3146	"wm-lh-S_central_insula"	#15dc14
3147	"wm-lh-S_cingulate-Main_part_and_Intracingulate"	#b76414
3148	"wm-lh-S_cingulate-Marginalis_part"	#dd1464
3149	"wm-lh-S_circular_insula_anterior"	#dd3c8c
3150	"wm-lh-S_circular_insula_inferior"	#dd14dc
3151	"wm-lh-S_circular_insula_superior"	#3ddcdc
3152	"wm-lh-S_collateral_transverse_ant"	#64c8c8
3153	"wm-lh-S_collateral_transverse_post"	#0ac8c8
3154	"wm-lh-S_frontal_inferior"	#dddc14
3155	"wm-lh-S_frontal_middle"	#8d1464
3156	"wm-lh-S_frontal_superior"	#3ddc64
3157	"wm-lh-S_frontomarginal"	#15dc3c
3158	"wm-lh-S_intermedius_primus-Jensen"	#8d3c14
3159	"wm-lh-S_intraparietal-and_Parietal_transverse"	#8f14dc
3160	"wm-lh-S_occipital_anterior"	#3d14b4
3161	"wm-lh-S_occipital_middle_and_Lunatus"	#653cdc
3162	"wm-lh-S_occipital_superior_and_transversalis"	#15148c
3163	"wm-lh-S_occipito-temporal_lateral"	#dd8c14
3164	"wm-lh-S_occipito-temporal_medial_and_S_Lingual"	#8d64dc
3165	"wm-lh-S_orbital-H_shapped"	#651414
3166	"wm-lh-S_orbital_lateral"	#dd6414
3167	"wm-lh-S_orbital_medial-Or_olfactory"	#b5c814
3168	"wm-lh-S_paracentral"	#15b48c
3169	"wm-lh-S_parieto_occipital"	#6564b4
3170	"wm-lh-S_pericallosal"	#b5dc14
3171	"wm-lh-S_postcentral"	#158cc8
3172	"wm-lh-S_precentral-Inferior-part"	#1514f0
3173	"wm-lh-S_precentral-Superior-part"	#1514c8
3174	"wm-lh-S_subcentral_ant"	#3db43c
3175	"wm-lh-S_subcentral_post"	#3db4fa
3176	"wm-lh-S_suborbital"	#15143c
3177	"wm-lh-S_subparietal"	#653c3c
3178	"wm-lh-S_supracingulate"	#15dcdc
3179	"wm-lh-S_temporal_inferior"	#15b4b4
3180	"wm-lh-S_temporal_superior"	#dfdc3c
3181	"wm-lh-S_temporal_transverse"	#dd3c3c
4100	"wm-rh-Unknown"	#000000
4101	"wm-rh-Corpus_callosum"	#323232
4102	"wm-rh-G_and_S_Insula_ONLY_AVERAGE"	#b4141e
4103	"wm-rh-G_cingulate-Isthmus"	#3c1919
4104	"wm-rh-G_cingulate-Main_part"	#193c3c
4105	"wm-rh-G_cuneus"	#b41414
4106	"wm-rh-G_frontal_inf-Opercular_part"	#dc1464
4107	"wm-rh-G_frontal_inf-Orbital_part"	#8c3c3c
4108	"wm-rh-G_frontal_inf-Triangular_part"	#b4dc8c
4109	"wm-rh-G_frontal_middle"	#8c64b4
4110	"wm-rh-G_frontal_superior"	#b4148c
4111	"wm-rh-G_frontomarginal"	#8c148c
4112	"wm-rh-G_insular_long"	#150a0a
4113	"wm-rh-G_insular_short"	#e18c8c
4114	"wm-rh-G_and_S_occipital_inferior"	#173cb4
4115	"wm-rh-G_occipital_middle"	#b43cb4
4116	"wm-rh-G_occipital_superior"	#14dc3c
4117	"wm-rh-G_occipit-temp_lat-Or_fusiform"	#3c148c
4118	"wm-rh-G_occipit-temp_med-Lingual_part"	#dcb48c
4119	"wm-rh-G_occipit-temp_med-Parahippocampal_part"	#416414
4120	"wm-rh-G_orbital"	#dc3c14
4121	"wm-rh-G_paracentral"	#3c643c
4122	"wm-rh-G_parietal_inferior-Angular_part"	#143cdc
4123	"wm-rh-G_parietal_inferior-Supramarginal_part"	#64643c
4124	"wm-rh-G_parietal_superior"	#dcb4dc
4125	"wm-rh-G_postcentral"	#14b48c
4126	"wm-rh-G_precentral"	#3c8cb4
4127	"wm-rh-G_precuneus"	#19148c
4128	"wm-rh-G_rectus"	#143c64
4129	"wm-rh-G_subcallosal"	#3cdc14
4130	"wm-rh-G_subcentral"	#3c14dc
4131	"wm-rh-G_temporal_inferior"	#dcdc64
4132	"wm-rh-G_temporal_middle"	#b43c3c
4133	"wm-rh-G_temp_sup-G_temp_transv_and_interm_S"	#3c3cdc
4134	"wm-rh-G_temp_sup-Lateral_aspect"	#dc3cdc
4135	"wm-rh-G_temp_sup-Planum_polare"	#41dc3c
4136	"wm-rh-G_temp_sup-Planum_tempolare"	#198c14
4137	"wm-rh-G_and_S_transverse_frontopolar"	#0d00fa
4138	"wm-rh-Lat_Fissure-ant_sgt-ramus_horizontal"	#3d14dc
4139	"wm-rh-Lat_Fissure-ant_sgt-ramus_vertical"	#3d143c
4140	"wm-rh-Lat_Fissure-post_sgt"	#3d3c64
4141	"wm-rh-Medial_wall"	#191919
4142	"wm-rh-Pole_occipital"	#8c143c
4143	"wm-rh-Pole_temporal"	#dcb414
4144	"wm-rh-S_calcarine"	#3fb4b4
4145	"wm-rh-S_central"	#dd140a
4146	"wm-rh-S_central_insula"	#15dc14
4147	"wm-rh-S_cingulate-Main_part_and_Intracingulate"	#b76414
4148	"wm-rh-S_cingulate-Marginalis_part"	#dd1464
4149	"wm-rh-S_circular_insula_anterior"	#dd3c8c
4150	"wm-rh-S_circular_insula_inferior"	#dd14dc
4151	"wm-rh-S_circular_insula_superior"	#3ddcdc
4152	"wm-rh-S_collateral_transverse_ant"	#64c8c8
4153	"wm-rh-S_collateral_transverse_post"	#0ac8c8
4154	"wm-rh-S_frontal_inferior"	#dddc14
4155	"wm-rh-S_frontal_middle"	#8d1464
4156	"wm-rh-S_frontal_superior"	#3ddc64
4157	"wm-rh-S_frontomarginal"	#15dc3c
4158	"wm-rh-S_intermedius_primus-Jensen"	#8d3c14
4159	"wm-rh-S_intraparietal-and_Parietal_transverse"	#8f14dc
4160	"wm-rh-S_occipital_anterior"	#3d14b4
4161	"wm-rh-S_occipital_middle_and_Lunatus"	#653cdc
4162	"wm-rh-S_occipital_superior_and_transversalis"	#15148c
4163	"wm-rh-S_occipito-temporal_lateral"	#dd8c14
4164	"wm-rh-S_occipito-temporal_medial_and_S_Lingual"	#8d64dc
4165	"wm-rh-S_orbital-H_shapped"	#651414
4166	"wm-rh-S_orbital_lateral"	#dd6414
4167	"wm-rh-S_orbital_medial-Or_olfactory"	#b5c814
4168	"wm-rh-S_paracentral"	#15b48c
4169	"wm-rh-S_parieto_occipital"	#6564b4
4170	"wm-rh-S_pericallosal"	#b5dc14
4171	"wm-rh-S_postcentral"	#158cc8
4172	"wm-rh-S_precentral-Inferior-part"	#1514f0
4173	"wm-rh-S_precentral-Superior-part"	#1514c8
4174	"wm-rh-S_subcentral_ant"	#3db43c
4175	"wm-rh-S_subcentral_post"	#3db4fa
4176	"wm-rh-S_suborbital"	#15143c
4177	"wm-rh-S_subparietal"	#653c3c
4178	"wm-rh-S_supracingulate"	#15dcdc
4179	"wm-rh-S_temporal_inferior"	#15b4b4
4180	"wm-rh-S_temporal_superior"	#dfdc3c
4181	"wm-rh-S_temporal_transverse"	#dd3c3c
5001	"Left-UnsegmentedWhiteMatter"	#141e28
5002	"Right-UnsegmentedWhiteMatter"	#141e28
5100	"fmajor"	#cc6666
5101	"fminor"	#cc6666
5102	"lh.atr"	#ffff66
5103	"lh.cab"	#99cc00
5104	"lh.ccg"	#009999
5105	"lh.cst"	#cc99ff
5106	"lh.ilf"	#ff9933
5107	"lh.slfp"	#cccccc
5108	"lh.slft"	#99ffff
5109	"lh.unc"	#6699ff
5110	"rh.atr"	#ffff66
5111	"rh.cab"	#99cc00
5112	"rh.ccg"	#009999
5113	"rh.cst"	#cc99ff
5114	"rh.ilf"	#ff9933
5115	"rh.slfp"	#cccccc
5116	"rh.slft"	#99ffff
5117	"rh.unc"	#6699ff
5200	"CC-ForcepsMajor"	#cc6666
5201	"CC-ForcepsMinor"	#cc6666
5202	"LAntThalRadiation"	#ffff66
5203	"LCingulumAngBundle"	#99cc00
5204	"LCingulumCingGyrus"	#009999
5205	"LCorticospinalTract"	#cc99ff
5206	"LInfLongFas"	#ff9933
5207	"LSupLongFasParietal"	#cccccc
5208	"LSupLongFasTemporal"	#99ffff
5209	"LUncinateFas"	#6699ff
5210	"RAntThalRadiation"	#ffff66
5211	"RCingulumAngBundle"	#99cc00
5212	"RCingulumCingGyrus"	#009999
5213	"RCorticospinalTract"	#cc99ff
5214	"RInfLongFas"	#ff9933
5215	"RSupLongFasParietal"	#cccccc
5216	"RSupLongFasTemporal"	#99ffff
5217	"RUncinateFas"	#6699ff
6000	"CST-orig"	#00ff00
6001	"CST-hammer"	#ffff00
6002	"CST-CVS"	#00ffff
6003	"CST-flirt"	#0000ff
6010	"Left-SLF1"	#ec10e7
6020	"Right-SLF1"	#ed12e8
6030	"Left-SLF3"	#ec0de3
6040	"Right-SLF3"	#ec11e4
6050	"Left-CST"	#01ff01
6060	"Right-CST"	#02ff01
6070	"Left-SLF2"	#ec0ee6
6080	"Right-SLF2"	#ed0ee6
7001	"Lateral-nucleus"	#4884b5
7002	"Basolateral-nucleus"	#f3f3f3
7003	"Basal-nucleus"	#cf3f4f
7004	"Centromedial-nucleus"	#791487
7005	"Central-nucleus"	#c53cf8
7006	"Medial-nucleus"	#029502
7007	"Cortical-nucleus"	#ddf9a6
7008	"Accessory-Basal-nucleus"	#e89223
7009	"Corticoamygdaloid-transitio"	#143c78
7010	"Anterior-amygdaloid-area-AAA"	#fafa00
7011	"Fusion-amygdala-HP-FAH"	#7abbde
7012	"Hippocampal-amygdala-transition-HATA"	#ed0cb1
7013	"Endopiriform-nucleus"	#0a31ff
7014	"Lateral-nucleus-olfactory-tract"	#cdb890
7015	"Paralaminar-nucleus"	#2dcda5
7016	"Intercalated-nucleus"	#75a0af
7017	"Prepiriform-cortex"	#ddd915
7018	"Periamygdaloid-cortex"	#143c78
7019	"Envelope-Amygdala"	#8d1564
7020	"Extranuclear-Amydala"	#e18c8d
7100	"Brainstem-inferior-colliculus"	#2ac9a8
7101	"Brainstem-cochlear-nucleus"	#a868a2
8001	"Thalamus-Anterior"	#4a82b5
8002	"Thalamus-Ventral-anterior"	#f2f1f0
8003	"Thalamus-Lateral-dorsal"	#ce414e
8004	"Thalamus-Lateral-posterior"	#781585
8005	"Thalamus-Ventral-lateral"	#c33df6
8006	"Thalamus-Ventral-posterior-medial"	#039306
8007	"Thalamus-Ventral-posterior-lateral"	#dcfba3
8008	"Thalamus-intralaminar"	#e89221
8009	"Thalamus-centromedian"	#04720e
8010	"Thalamus-mediodorsal"	#79b8dc
8011	"Thalamus-medial"	#eb0baf
8012	"Thalamus-pulvinar"	#0c2efa
8013	"Thalamus-lateral-geniculate"	#cbb68f
8014	"Thalamus-medial-geniculate"	#2acca7
8103	"Left-AV"	#005500
8104	"Left-CeM"	#aa5500
8105	"Left-CL"	#00aa00
8106	"Left-CM"	#aaaa00
8108	"Left-LD"	#aaff00
8109	"Left-LGN"	#00007f
8110	"Left-LP"	#00557f
8111	"Left-L-Sg"	#aa557f
8112	"Left-MDl"	#00aa7f
8113	"Left-MDm"	#aaaa7f
8115	"Left-MGN"	#aaff7f
8116	"Left-MV(Re)"	#0000ff
8117	"Left-Pc"	#aa00ff
8118	"Left-Pf"	#0055ff
8119	"Left-Pt"	#aa55ff
8120	"Left-PuA"	#00aaff
8121	"Left-PuI"	#aaaaff
8122	"Left-PuL"	#00ffff
8123	"Left-PuM"	#aaffff
8125	"Left-R"	#ff0000
8126	"Left-VA"	#555500
8127	"Left-VAmc"	#ff5500
8128	"Left-VLa"	#55aa00
8129	"Left-VLp"	#ffaa00
8130	"Left-VM"	#55ff00
8133	"Left-VPL"	#ff00ff
8203	"Right-AV"	#005500
8204	"Right-CeM"	#aa5500
8205	"Right-CL"	#00aa00
8206	"Right-CM"	#aaaa00
8208	"Right-LD"	#aaff00
8209	"Right-LGN"	#00007f
8210	"Right-LP"	#00557f
8211	"Right-L-Sg"	#aa557f
8212	"Right-MDl"	#00aa7f
8213	"Right-MDm"	#aaaa7f
8215	"Right-MGN"	#aaff7f
8216	"Right-MV(Re)"	#0000ff
8217	"Right-Pc"	#aa00ff
8218	"Right-Pf"	#0055ff
8219	"Right-Pt"	#aa55ff
8220	"Right-PuA"	#00aaff
8221	"Right-PuI"	#aaaaff
8222	"Right-PuL"	#00ffff
8223	"Right-PuM"	#aaffff
8225	"Right-R"	#ff0000
8226	"Right-VA"	#555500
8227	"Right-VAmc"	#ff5500
8228	"Right-VLa"	#55aa00
8229	"Right-VLp"	#ffaa00
8230	"Right-VM"	#55ff00
8233	"Right-VPL"	#ff00ff
9000	"ctx-lh-prefrontal"	#32641e
9001	"ctx-lh-primary-motor"	#1e642d
9002	"ctx-lh-premotor"	#8264a5
9003	"ctx-lh-temporal"	#691905
9004	"ctx-lh-posterior-parietal"	#7d4637
9005	"ctx-lh-prim-sec-somatosensory"	#e11469
9006	"ctx-lh-occipital"	#e1140f
9500	"ctx-rh-prefrontal"	#32c81e
9501	"ctx-rh-primary-motor"	#1e962d
9502	"ctx-rh-premotor"	#8296a5
9503	"ctx-rh-temporal"	#694b05
9504	"ctx-rh-posterior-parietal"	#7d7837
9505	"ctx-rh-prim-sec-somatosensory"	#e14669
9506	"ctx-rh-occipital"	#e1460f
11100	"ctx_lh_Unknown"	#000000
11101	"ctx_lh_G_and_S_frontomargin"	#17dc3c
11102	"ctx_lh_G_and_S_occipital_inf"	#173cb4
11103	"ctx_lh_G_and_S_paracentral"	#3f643c
11104	"ctx_lh_G_and_S_subcentral"	#3f14dc
11105	"ctx_lh_G_and_S_transv_frontopol"	#0d00fa
11106	"ctx_lh_G_and_S_cingul-Ant"	#1a3c00
11107	"ctx_lh_G_and_S_cingul-Mid-Ant"	#1a3c4b
11108	"ctx_lh_G_and_S_cingul-Mid-Post"	#1a3c96
11109	"ctx_lh_G_cingul-Post-dorsal"	#193cfa
11110	"ctx_lh_G_cingul-Post-ventral"	#3c1919
11111	"ctx_lh_G_cuneus"	#b41414
11112	"ctx_lh_G_front_inf-Opercular"	#dc1464
11113	"ctx_lh_G_front_inf-Orbital"	#8c3c3c
11114	"ctx_lh_G_front_inf-Triangul"	#b4dc8c
11115	"ctx_lh_G_front_middle"	#8c64b4
11116	"ctx_lh_G_front_sup"	#b4148c
11117	"ctx_lh_G_Ins_lg_and_S_cent_ins"	#170a0a
11118	"ctx_lh_G_insular_short"	#e18c8c
11119	"ctx_lh_G_occipital_middle"	#b43cb4
11120	"ctx_lh_G_occipital_sup"	#14dc3c
11121	"ctx_lh_G_oc-temp_lat-fusifor"	#3c148c
11122	"ctx_lh_G_oc-temp_med-Lingual"	#dcb48c
11123	"ctx_lh_G_oc-temp_med-Parahip"	#416414
11124	"ctx_lh_G_orbital"	#dc3c14
11125	"ctx_lh_G_pariet_inf-Angular"	#143cdc
11126	"ctx_lh_G_pariet_inf-Supramar"	#64643c
11127	"ctx_lh_G_parietal_sup"	#dcb4dc
11128	"ctx_lh_G_postcentral"	#14b48c
11129	"ctx_lh_G_precentral"	#3c8cb4
11130	"ctx_lh_G_precuneus"	#19148c
11131	"ctx_lh_G_rectus"	#143c64
11132	"ctx_lh_G_subcallosal"	#3cdc14
11133	"ctx_lh_G_temp_sup-G_T_transv"	#3c3cdc
11134	"ctx_lh_G_temp_sup-Lateral"	#dc3cdc
11135	"ctx_lh_G_temp_sup-Plan_polar"	#41dc3c
11136	"ctx_lh_G_temp_sup-Plan_tempo"	#198c14
11137	"ctx_lh_G_temporal_inf"	#dcdc64
11138	"ctx_lh_G_temporal_middle"	#b43c3c
11139	"ctx_lh_Lat_Fis-ant-Horizont"	#3d14dc
11140	"ctx_lh_Lat_Fis-ant-Vertical"	#3d143c
11141	"ctx_lh_Lat_Fis-post"	#3d3c64
11142	"ctx_lh_Medial_wall"	#191919
11143	"ctx_lh_Pole_occipital"	#8c143c
11144	"ctx_lh_Pole_temporal"	#dcb414
11145	"ctx_lh_S_calcarine"	#3fb4b4
11146	"ctx_lh_S_central"	#dd140a
11147	"ctx_lh_S_cingul-Marginalis"	#dd1464
11148	"ctx_lh_S_circular_insula_ant"	#dd3c8c
11149	"ctx_lh_S_circular_insula_inf"	#dd14dc
11150	"ctx_lh_S_circular_insula_sup"	#3ddcdc
11151	"ctx_lh_S_collat_transv_ant"	#64c8c8
11152	"ctx_lh_S_collat_transv_post"	#0ac8c8
11153	"ctx_lh_S_front_inf"	#dddc14
11154	"ctx_lh_S_front_middle"	#8d1464
11155	"ctx_lh_S_front_sup"	#3ddc64
11156	"ctx_lh_S_interm_prim-Jensen"	#8d3c14
11157	"ctx_lh_S_intrapariet_and_P_trans"	#8f14dc
11158	"ctx_lh_S_oc_middle_and_Lunatus"	#653cdc
11159	"ctx_lh_S_oc_sup_and_transversal"	#15148c
11160	"ctx_lh_S_occipital_ant"	#3d14b4
11161	"ctx_lh_S_oc-temp_lat"	#dd8c14
11162	"ctx_lh_S_oc-temp_med_and_Lingual"	#8d64dc
11163	"ctx_lh_S_orbital_lateral"	#dd6414
11164	"ctx_lh_S_orbital_med-olfact"	#b5c814
11165	"ctx_lh_S_orbital-H_Shaped"	#651414
11166	"ctx_lh_S_parieto_occipital"	#6564b4
11167	"ctx_lh_S_pericallosal"	#b5dc14
11168	"ctx_lh_S_postcentral"	#158cc8
11169	"ctx_lh_S_precentral-inf-part"	#1514f0
11170	"ctx_lh_S_precentral-sup-part"	#1514c8
11171	"ctx_lh_S_suborbital"	#15143c
11172	"ctx_lh_S_subparietal"	#653c3c
11173	"ctx_lh_S_temporal_inf"	#15b4b4
